Selected (label),Term,NoEmp,CreateJob,RetainedJob,UrbanRural,ChgOffPrinGr,GrAppv,SBA_Appv,New,RealEstate,Portion,Recession
1,84,3,0,0,1,0,50000,25000,0,0,0.5,0
0,60,1,0,1,1,0,10000,5000,0,0,0.5,0
1,240,20,10,0,1,0,1343000,1343000,0,1,1.0,0
0,240,12,1,0,1,0,541000,541000,0,1,1.0,0
0,28,3,1,3,2,19891,20000,10000,1,0,0.5,1
1,74,7,0,0,1,161873,207000,155250,1,0,0.75,0
1,180,21,0,21,1,0,150000,127500,0,0,0.85,0
1,240,23,17,0,1,0,576000,576000,0,1,1.0,0
0,60,6,2,8,1,0,40000,20000,0,0,0.5,0
1,84,6,2,8,1,0,10000,5000,0,0,0.5,0
0,53,44,18,44,1,43654,50000,25000,0,0,0.5,0
0,47,1,0,1,1,39944,40000,20000,0,0,0.5,0
0,84,1,0,1,1,0,15000,12750,1,0,0.85,0
1,240,4,2,0,1,0,444000,444000,0,1,1.0,0
0,60,2,0,2,1,0,100000,50000,0,0,0.5,0
0,84,10,0,10,1,0,25000,12500,0,0,0.5,0
0,59,8,3,11,1,800054,1000000,750000,1,0,0.75,0
0,204,1,3,4,1,113898,240000,180000,0,0,0.75,0
1,36,5,5,10,1,44973,60000,30000,0,0,0.5,1
0,240,6,4,6,1,0,1435000,1435000,1,1,1.0,0
0,276,10,8,2,1,0,1215000,704700,0,1,0.58,0
1,80,1,2,3,1,0,95000,47500,0,0,0.5,0
1,60,1,0,1,1,0,30000,15000,0,0,0.5,0
0,240,4,4,0,1,0,357000,357000,0,1,1.0,0
0,48,2,0,2,2,21110,23500,11750,1,0,0.5,0
0,49,1,4,5,1,14840,15000,7500,0,0,0.5,0
1,42,1,0,1,1,21729,25000,21250,0,0,0.85,0
0,84,25,25,25,1,0,350000,262500,0,0,0.75,0
0,84,14,0,14,2,0,20000,10000,0,0,0.5,0
0,84,2,0,2,2,0,21000,10500,0,0,0.5,0
1,45,1,0,1,1,15000,15000,7500,0,0,0.5,0
1,32,2,0,2,2,23594,30000,15000,1,0,0.5,1
0,54,2,0,0,1,9994,10000,5000,1,0,0.5,0
0,84,3,0,3,1,0,100000,50000,0,0,0.5,0
0,84,3,0,3,2,0,30000,15000,0,0,0.5,0
0,240,6,4,6,1,0,721000,721000,0,1,1.0,0
0,240,28,8,28,1,0,1029000,1029000,0,1,1.0,0
1,60,5,0,5,1,0,150000,75000,1,0,0.5,0
