Selected,LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv,New,RealEstate,Portion,Recession,daysterm,xx,Default
0,4440704006,CACCAMISE ENTERPRISES,SAN DIEGO,CA,92109,CITY NATIONAL BANK,CA,531311,15077,2001,120,12,1,0,0,1,1,N,N,,15126,270000,0,P I F,0,270000,202500,0,0,0.75,0,3600,18726,0
0,4453913002,GALLANT ENTERPRISES,LIVERMORE,CA,94550,WELLS FARGO BANK NATL ASSOC,SD,533110,11455,1991,120,2,2,0,0,66450,0,N,N,,11626,58000,0,P I F,0,58000,52200,1,0,0.9,0,3600,15226,0
0,4456624000,FORTUNA EQUPIMENT RENTAL,FORTUNA,CA,95540,UMPQUA BANK,CA,532412,15085,2001,108,2,1,0,2,1,2,0,N,,15095,135000,0,P I F,0,135000,114750,0,0,0.85,0,3240,18335,0
1,4464183003,WEST COAST VIDEO/SJNA ENTERPRI,SAN DIEGO,CA,92126,BANK OF AMERICA NATL ASSOC,NC,532230,11464,1991,180,13,1,0,0,88407,0,N,N,,11992,150000,0,P I F,0,211900,180115,0,0,0.85,0,5400,17392,0
1,4467073000,WEST COAST VIDEO STUDIO CITY,STUDIO CITY,CA,91604,COMPASS BANK,CA,532230,11465,1991,87,4,2,0,0,1,0,N,N,,11718,183000,0,P I F,0,183000,150060,1,0,0.82,0,2610,14328,0
1,4472593008,BIG D'S VIDEO,ATWATER,CA,95301,WESTAMERICA BANK,CA,532230,11472,1991,138,3,1,0,0,1,0,N,N,15263,11534,89000,0,CHGOFF,74525,89000,80100,0,0,0.9,0,4140,15674,1
0,4473693005,BELMONT VIDEO,BELMONT,CA,94002,LOANS FROM OLD CLOSED LENDERS,DC,532230,11472,1991,84,3,1,0,0,1,0,N,N,,11534,60000,0,P I F,0,60000,54000,0,0,0.9,0,2520,14054,0
0,4475644001,CENTURY 2000 REAL ESTATE CORP,MONTEBELLO,CA,90640,U.S. BANK NATIONAL ASSOCIATION,OH,531210,15092,2001,300,1,1,0,1,1,1,0,N,,15126,220000,0,P I F,0,220000,165000,0,1,0.75,0,9000,24126,0
1,4533573007,ROBO VIDEO,ORANGEVALE,CA,95662,LOANS FROM OLD CLOSED LENDERS,DC,532230,11528,1991,120,2,2,0,0,1,0,N,N,,11626,94000,0,P I F,0,94000,75200,1,0,0.8,0,3600,15226,0
0,4536444005,CAMPBELL-SILVERWIND CRANE SERV,COLTON,CA,92324,"READYCAP LENDING, LLC",CA,532412,15119,2001,120,3,1,1,2,1,1,0,N,,15218,435000,0,P I F,0,435000,326250,0,0,0.75,0,3600,18818,0
1,4539873004,SIDHER ENTERPRISES,MARYSVILLE,CA,95901,GOLDEN PACIFIC BANK NATL ASSOC,CA,532230,11534,1991,240,8,2,0,0,1,0,N,N,,11626,222280,0,P I F,0,265500,225675,1,1,0.85,0,7200,18826,0
0,4543243006,REDLANDS MOVIE SHOPPE/REYNOLDS,REDLANDS,CA,92373,GE CAP. SMALL BUS. FINAN CORP,TX,532230,11539,1991,240,7,1,0,0,1,0,N,N,,11626,110000,0,P I F,0,110000,99000,0,1,0.9,0,7200,18826,0
0,4545633009,"STAGE 1, A GENERAL PARTNERSHIP",ROCKLIN,CA,95677,WESTAMERICA BANK,CA,532230,11540,1991,272,10,1,0,0,1,0,N,N,,11626,700000,0,P I F,0,700000,595000,0,1,0.85,0,8160,19786,0
1,4545634005,MOBILE SAFETY COMPANY,BAKERSFIELD,CA,93308,CALIFORNIA BANK & TRUST,CA,532412,15125,2001,120,9,1,15,9,1,1,0,N,,15156,400000,0,P I F,0,400000,300000,0,0,0.75,0,3600,18756,0
0,4546324008,YONG O CHOI,SANTA CLARA,CA,95050,"WACHOVIA SBA LENDING, INC.",CA,531210,15125,2001,304,5,1,0,5,1,1,0,N,,15187,899000,0,P I F,0,899000,674250,0,1,0.75,0,9120,24307,0
1,4547313000,PHOENIX MERCHANT INVESTMENTS,SACRAMENTO,CA,95827,WELLS FARGO BANK NATL ASSOC,SD,532230,11542,1991,84,25,1,0,0,1,0,N,N,,11626,135000,0,P I F,0,135000,121500,0,0,0.9,0,2520,14146,0
1,4549584000,HAM DELLES COMPANY INCORPORATE,SANTA ROSA,CA,95401,UMPQUA BANK,OR,531312,15126,2001,300,7,1,0,7,1,1,0,N,,15156,866800,0,P I F,0,866800,650100,0,1,0.75,0,9000,24156,0
0,4559774002,DONALD J & SHARON L HAMILTON,SANTA ROSA,CA,95404,UMPQUA BANK,OR,531210,15132,2001,300,5,1,0,5,1,1,0,N,,15156,435000,0,P I F,0,435000,326250,0,1,0.75,0,9000,24156,0
0,4568874010,SARDON LLC,WOODLAND HILLS,CA,91364,MUFG UNION BANK NATL ASSOC,CA,532299,15134,2001,300,13,1,4,13,1,1,0,N,,15156,864000,0,P I F,0,864000,648000,0,1,0.75,0,9000,24156,0
0,4571123002,WINGED DRAGON VIDEO & FROZEN Y,WATSONVILLE,CA,95076,WELLS FARGO BANK NATL ASSOC,SD,532230,11568,1991,96,2,1,0,0,1,0,N,N,,11626,60000,0,P I F,0,60000,48000,0,0,0.8,0,2880,14506,0
1,4573673007,PERRY'S VIDEO,HILMAR,CA,95324,FARMERS & MERCHANTS BK OF CENT,CA,532230,11584,1991,72,2,1,0,0,1,0,N,N,,11626,64700,0,P I F,0,64700,58230,0,0,0.9,0,2160,13786,0
0,4577213006,BEN LOMOND VIDEO,BEN LOMOND,CA,95005,WELLS FARGO BANK NATL ASSOC,SD,532230,11576,1991,120,5,2,0,0,1,0,N,N,,11718,100000,0,P I F,0,100000,90000,1,0,0.9,0,3600,15318,0
0,4579774010,STICKS-N-STONES ENTERPRISES,SAN CARLOS,CA,94070,"WACHOVIA SBA LENDING, INC.",CA,531312,15141,2001,300,10,1,0,0,1,1,N,N,,15218,800100,0,P I F,0,810000,607500,0,1,0.75,0,9000,24218,0
0,4582114001,CENTURY 21 BUENA VISTA,SANTA PAULA,CA,93060,MUFG UNION BANK NATL ASSOC,CA,531210,15141,2001,240,15,1,5,15,15710,1,0,N,,15187,168000,0,P I F,0,168000,126000,0,1,0.75,0,7200,22387,0
1,4582364006,"ZIGANTI, S/R & VICKNER, F/M",SCOTTS VALLEY,CA,95066,HERITAGE BANK OF COMMERCE,CA,531210,15141,2001,300,6,1,0,6,1,1,0,N,,15156,280000,0,P I F,0,350000,262500,0,1,0.75,0,9000,24156,0
0,4596193008,WEST COAST VIDEO OF MONTROSE,MONTROSE,CA,91020,GE CAP. SMALL BUS. FINAN CORP,TX,532230,11595,1991,120,3,2,0,0,88407,0,N,N,,11718,85000,0,P I F,0,85000,76500,1,0,0.9,0,3600,15318,0
0,4597724010,LIGHTHOUSE APPRAISAL INC,SAN DIMAS,CA,91773,FIRST BANK,CA,531320,15148,2001,300,10,1,6,16,1,1,0,N,,15218,74300,0,P I F,0,74300,63155,0,1,0.85,0,9000,24218,0
1,4598754010,LEONETTI CO,PACOIMA,CA,91331,CALIFORNIA STATEWIDE CERT. DEV,CA,532210,15148,2001,240,24,1,6,0,1,1,0,N,,15776,848000,0,P I F,0,848000,848000,0,1,1,0,7200,22976,0
1,4610264009,PRUDENTIAL CALIFORNIA REALTY,GLENDALE,CA,91201,CALIFORNIA STATEWIDE CERT. DEV,CA,531210,15153,2001,240,55,1,40,0,67219,1,0,N,,15265,1000000,0,P I F,0,1000000,1000000,0,1,1,0,7200,22465,0
1,4677354006,ILLUMINATION DYNAMICS INC,PACOIMA,CA,91350,COMERICA BANK,TX,532490,15172,2001,123,12,2,4,12,1,1,0,N,,15248,862500,0,P I F,0,862500,646875,1,0,0.75,0,3690,18938,0
1,4697704001,DEAN OF VIDEO,DOWNEY,CA,90241,WILSHIRE BANK,CA,532230,15176,2001,120,5,1,0,5,1,1,0,N,,15218,120000,0,P I F,0,120000,102000,0,0,0.85,0,3600,18818,0
0,4729183010,"AZTEC BUSINESS MACHINES, INC.",SAN DIEGO,CA,92115,U.S. BANK NATIONAL ASSOCIATION,CA,532420,11742,1992,276,25,1,0,0,1,0,N,N,,11808,97500,0,P I F,0,97500,82875,0,1,0.85,0,8280,20088,0
0,4729273002,"AZTEC BUSINESS MACHINES, INC.",SAN DIEGO,CA,92115,U.S. BANK NATIONAL ASSOCIATION,CA,532420,11742,1992,300,25,1,0,0,1,0,N,N,,11808,626000,0,P I F,0,626000,532100,0,1,0.85,0,9000,20808,0
0,4747824001,ABDUL AZIZ KHAKWANI AND ANITA,WEST HOLLYWOOD (BR. P.O. NAME,CA,90046,HANMI BANK,CA,532111,15187,2001,300,2,2,4,2,1,1,0,N,,15218,360000,0,P I F,0,360000,270000,1,1,0.75,0,9000,24218,0
0,4759403005,HI-TECH 1-HOUR PHOTO & VIDEO,LOS ANGELES,CA,90024,FIRST BANK,MO,532230,11764,1992,273,4,2,0,0,1,0,N,N,,11808,320000,0,P I F,0,320000,272000,1,1,0.85,0,8190,19998,0
1,4783604002,MOHSEN FARD SHAYAN AND MARYAM,LOS ANGELES,CA,90045,CALIFORNIA STATEWIDE CERT. DEV,CA,532111,15194,2001,240,3,1,2,0,1,1,0,N,,15265,726000,0,P I F,0,726000,726000,0,1,1,0,7200,22465,0
1,4789764005,ADNALIAN & VASQUEZ REAL ESTATE,FRESNO,CA,93711,CEN CAL BUSINESS FINANCE GROUP,CA,531210,15195,2001,240,5,1,5,0,1,1,N,N,,15293,235000,0,P I F,0,235000,235000,0,1,1,0,7200,22493,0
0,4790423009,WHEELCHAIR GETAWAYS OF THE BAY,FRESNO,CA,93725,CALIFORNIA BANK & TRUST,CA,532111,11786,1992,84,3,2,0,0,88905,0,N,N,,11808,75000,0,P I F,0,75000,67500,1,0,0.9,0,2520,14328,0
0,4790464006,JMB INC,GLENDALE,CA,91205,WILSHIRE BANK,CA,531190,15195,2001,300,6,1,0,6,1,1,0,N,,15218,428000,0,P I F,0,428000,321000,0,1,0.75,0,9000,24218,0
0,4793654010,ADVENTURE BIKE TOURS,RANCHO MIRAGE,CA,92270,FRONTIER BANK FSB D/B/A EL PAS,CA,532292,15195,2001,66,6,1,0,0,1,1,0,Y,,15248,125000,0,P I F,0,125000,106250,0,0,0.85,0,1980,17228,0
1,4802054010,HOLLYWOOD HONEYWAGON & PRODUCT,NORTH HOLLYWOOD,CA,91606,MUFG UNION BANK NATL ASSOC,CA,532120,15197,2001,123,4,1,1,4,1,1,0,N,,15248,150000,0,P I F,0,150000,127500,0,0,0.85,0,3690,18938,0
0,4812004010,BAHADOR MIKHAK EPC BASIC CAR R,LOS ANGELES,CA,90019,PACIFIC WESTERN BANK,CA,532111,15200,2001,180,5,1,2,5,1,1,0,N,,15248,225000,0,P I F,0,256800,192600,0,0,0.75,0,5400,20648,0
0,4837394007,CLEAR IMAGE COMPANIES LLC,POWAY,CA,92064,MUFG UNION BANK NATL ASSOC,CA,532230,15207,2001,180,8,1,4,8,1,1,0,N,,15248,300000,0,P I F,0,300000,225000,0,0,0.75,0,5400,20648,0
1,4853794009,ATCO PROPERTY MANAGEMENT,BAKERSFIELD,CA,93561,BANK OF THE SIERRA,CA,531311,15210,2001,84,11,1,0,0,1,1,N,N,,15248,330000,0,P I F,0,330000,247500,0,0,0.75,1,2520,17768,0
1,4866104000,CARL'S RENTALS,SAN DIEGO,CA,92105,MUFG UNION BANK NATL ASSOC,CA,532120,15215,2001,300,12,1,0,12,1,1,0,N,,15248,96800,0,P I F,0,96800,82280,0,1,0.85,0,9000,24248,0
0,4867084009,REMAX LTD,NORTHRIDGE,CA,91324,EAST WEST BANK,CA,531210,15215,2001,84,2,1,0,0,1,1,N,N,,15309,201000,0,P I F,0,201000,150750,0,0,0.75,1,2520,17829,0
0,4878953009,EAST CLIFF VIDEO & VIDEO 9,BOULDER CREEK,CA,95006,WELLS FARGO BANK NATL ASSOC,SD,532230,11849,1992,228,10,2,0,0,1,0,N,N,,11900,170000,0,P I F,0,170000,136000,1,0,0.8,0,6840,18740,0
0,4888114004,RONNIES TUXEDOS,SAN LUIS OBISPO,CA,93401,MUFG UNION BANK NATL ASSOC,CA,532220,15224,2001,41,4,2,0,0,1,2,N,N,17742,15248,50000,0,CHGOFF,32099,50000,42500,1,0,0.85,0,1230,16478,1
1,4892334003,EZ RENTALS CENTER,MONTCLAIR,CA,91763,NATIONAL BANK OF CALIFORNIA,CA,532310,15225,2001,120,23,1,0,23,1,1,0,N,,15248,250000,0,P I F,0,250000,187500,0,0,0.75,0,3600,18848,0
1,4906044001,GOETZ & ASSOCIATES INC,SANTA MARIA,CA,93455,MUFG UNION BANK NATL ASSOC,CA,531311,15231,2001,120,15,1,0,0,1,1,N,N,,15248,375000,0,P I F,0,375000,281250,0,0,0.75,0,3600,18848,0
0,4910065006,Elite Cooling,HUNTINGTON BEACH,CA,92647,JPMORGAN CHASE BANK NATL ASSOC,IL,532210,18911,2012,84,1,1,0,0,0,1,Y,N,,,14915,0,P I F,0,10000,5000,0,0,0.5,0,2520,,0
1,4914304007,COLDWELL BANKER VISTA REALTY,VALENCIA,CA,91355,"CITIBANK, N.A.",CA,531210,15235,2001,300,9,1,0,0,1,1,N,N,,15279,614700,0,P I F,0,614700,461025,0,1,0.75,0,9000,24279,0
0,4918074007,SEMIZYAN TRANS EXPRESS A CALIF,SUN VALLEY,CA,91352,U.S. BANK NATIONAL ASSOCIATION,OH,532310,15236,2001,300,4,1,0,4,1,1,0,N,,15309,134000,0,P I F,0,189000,141750,0,1,0.75,0,9000,24309,0
0,4921344006,PREMIER RENTAL-PURCHASE INC,SACRAMENTO,CA,95833,BANK OF AMERICA NATL ASSOC,NC,532310,15237,2001,84,1,2,5,1,1,1,0,N,,15279,280000,0,P I F,0,280000,210000,1,0,0.75,1,2520,17799,0
0,4921434009,ATCO PROPERTY MANAGEMENT,BAKERSFIELD,CA,93304,BANK OF THE SIERRA,CA,531311,15237,2001,12,15,1,1,16,1,0,0,N,,15279,50000,0,P I F,0,50000,42500,0,0,0.85,0,360,15639,0
0,4928393006,WOLF CREEK VIDEO,MODESTO,CA,95361,BANK OF AMERICA CALIFORNIA N.A,CA,532230,11884,1992,60,2,1,0,0,1,0,N,N,,11992,65000,0,P I F,0,65000,58500,0,0,0.9,0,1800,13792,0
1,4934994001,J & J INDUSTRIAL SERVICES,ONTARIO,CA,91761,ENTERPRISE FUNDING CORPORATION,CA,531120,15242,2001,240,6,1,6,0,1,1,N,N,,15356,68000,0,P I F,0,68000,68000,0,1,1,0,7200,22556,0
0,4938524008,THE CASTING STUDIOS INC,LOS ALTOS TERRACE,CA,90036,WELLS FARGO BANK NATL ASSOC,CA,532310,15243,2001,60,20,1,0,0,1,1,Y,N,,15340,296011,0,P I F,0,150000,75000,0,0,0.5,0,1800,17140,0
1,4941593001,BJ'S ATV RENTALS,GROVER CITY,CA,93433,HERITAGE OAKS BANK,CA,532120,11892,1992,240,14,1,0,0,1,0,N,N,,11992,670000,0,P I F,0,670000,536670,0,1,0.801,0,7200,19192,0
0,4947394008,LEE & ASSOCIATES COMMERCIAL RE,CARLSBAD,CA,92008,CDC SMALL BUS. FINAN CORP,CA,531390,15245,2001,240,30,1,5,25,1,1,N,N,,15440,1000000,0,P I F,0,1000000,1000000,0,1,1,0,7200,22640,0
1,4949374006,DREAM HOMES CALIFORNIA,SAN DIEGO,CA,92108,NEIGHBORHOOD NATIONAL BANK,CA,531210,15245,2001,122,8,1,0,8,1,2,0,N,,15309,115000,0,P I F,0,115000,97750,0,0,0.85,0,3660,18969,0
0,4952894010,ISLETON VIDEO & GIFTS,ISLETON,CA,95641,UMPQUA BANK,CA,532230,15246,2001,84,1,1,1,1,1,2,0,N,,15279,25000,0,P I F,0,25000,21250,0,0,0.85,1,2520,17799,0
0,4956744008,S & W TRANSPORTATION,SIMI (SIMI VALLEY),CA,93063,WELLS FARGO BANK NATL ASSOC,CA,532490,15246,2001,116,2,2,1,3,1,1,0,N,,15279,152500,0,P I F,0,152500,114375,1,0,0.75,0,3480,18759,0
0,4957284003,DEJ FAMILY LIMITED PARTNERSHIP,RANCHO DOMINGUEZ,CA,90221,LOS ANGELES CNTY SMALL BUS. DE,CA,532210,15246,2001,240,60,1,130,70,1,1,N,N,,15384,954000,0,P I F,0,981000,981000,0,1,1,0,7200,22584,0
0,4965214004,GILLEYNAGEMENT INC / SOUTHLAND,LOS ANGELES,CA,90042,WILSHIRE BANK,CA,531190,15252,2002,300,8,1,0,8,1,1,0,N,,15371,396000,0,P I F,0,396000,297000,0,1,0.75,0,9000,24371,0
0,4968804010,MAX EQUIPMENT RENTAL LLC,SAN MARCOS,CA,92078,MUFG UNION BANK NATL ASSOC,CA,532490,15257,2002,180,13,1,3,13,1,1,0,N,,15279,250000,0,P I F,0,250000,187500,0,0,0.75,0,5400,20679,0
1,4973363007,BLIMPIE SUBS AND SALADS,MARINA DEL REY,CA,90232,GOVERMNET FUNDING CALBIDCO,CA,533110,11914,1992,120,5,2,0,0,1,0,N,N,,11992,80000,0,P I F,0,80000,72000,1,0,0.9,0,3600,15592,0
1,4978764004,NAI CAPITAL COMMERCIAL COMMERC,ENCINO,CA,91436,CALIFORNIA STATEWIDE CERT. DEV,CA,531210,15260,2002,240,129,1,16,0,1,1,0,N,,15412,1000000,0,P I F,0,1000000,1000000,0,1,1,0,7200,22612,0
0,4984573006,BLOCKBUSTER VIDEO (R),CARSON,CA,90746,PACIFIC WESTERN BANK,CA,532230,11924,1992,78,25,2,0,0,1,0,N,N,13976,11992,675000,0,CHGOFF,128378,675000,573750,1,0,0.85,0,2340,14332,1
1,4988304010,SCOTT WEBLEY (EPC) SHOWBIZ ENT,VAN NUYS,CA,91406,CATHAY BANK,CA,532210,15265,2002,120,35,1,0,35,1,1,0,N,,15552,330000,0,P I F,0,330000,247500,0,0,0.75,0,3600,19152,0
1,4991314003,RAITEN EQUIPMENT COMPANY A CAL,SAN DIEGO,CA,92121,FIRST-CITIZENS BK & TR CO,NC,532412,15266,2002,120,1,1,0,1,1,1,0,N,,15279,145900,0,P I F,0,145900,124015,0,0,0.85,0,3600,18879,0
0,4994434010,Q-STAR VIDEO #3,EL MONTE,CA,91732,WILSHIRE BANK,CA,532230,15267,2002,300,6,1,0,6,1,1,0,N,,15309,497000,0,P I F,0,497000,372750,0,1,0.75,0,9000,24309,0
1,5006613009,HOME VIDEO STORES,TWIN PEAKS,CA,92391,GE CAP. SMALL BUS. FINAN CORP,TX,532230,11935,1992,300,13,1,0,0,1,0,N,N,,11992,130000,0,P I F,0,130000,117000,0,1,0.9,0,9000,20992,0
0,5011524007,ALLIE'S PARTY EQUIPMENT RENTAL,SAN MARCOS,CA,92069,CDC SMALL BUS. FINAN CORP,CA,532299,15277,2002,240,32,1,4,32,1,1,N,N,,15384,373000,0,P I F,0,380000,380000,0,1,1,0,7200,22584,0
0,5023134005,HAWG HEAVEN MOTOR CYCLE RENTAL,VENTURA,CA,93004,COMMUNITY BANK,CA,532292,15281,2002,120,3,1,0,0,1,1,N,N,,15371,175000,0,P I F,0,175000,131250,0,0,0.75,0,3600,18971,0
0,5037763000,GANTON MICRO COMPUTER RENTALS,BURBANK,CA,91502,GE CAP. SMALL BUS. FINAN CORP,TX,532420,11948,1992,300,13,1,0,0,1,0,N,N,,11992,199598,0,P I F,0,199598,159678,0,1,0.799997996,0,9000,20992,0
1,5049954002,"FRONTIER MEDICAL, INC.",FULLERTON,CA,92833,SOUTHLAND ECONOMIC DEVEL CORP,CA,532291,15295,2002,240,57,1,15,0,1,1,N,N,,15811,857000,0,P I F,0,935000,935000,0,1,1,0,7200,23011,0
0,5057554000,ANTONIO NAVARRO JR AND LETICIA,HAYWARD,CA,94544,WELLS FARGO BANK NATL ASSOC,SD,531210,15299,2002,300,2,2,5,0,1,1,0,N,,15340,315000,0,P I F,0,315000,236250,1,1,0.75,0,9000,24340,0
1,5063204007,JOHN G DAVI PROPERTIES,MONTEREY,CA,93940,MONTEREY COUNTY BANK,CA,531210,15302,2002,300,2,1,0,2,1,1,0,N,,15340,377500,0,P I F,0,377500,283125,0,1,0.75,0,9000,24340,0
1,5067994007,TROJAN CONCRETE CORING,LOS ANGELES,CA,92701,BANCO POPULAR NORTH AMERICA,NY,532310,15306,2002,300,34,1,0,34,1,1,0,N,,15521,323000,0,P I F,0,323000,242250,0,1,0.75,0,9000,24521,0
1,5070954007,RITCHIE COMMERCIAL,SAN JOSE,CA,95113,BAY AREA EMPLOYMENT DEVEL CO,CA,531210,15308,2002,240,9,1,2,7,1,1,N,N,,15384,732000,0,P I F,0,732000,732000,0,1,1,0,7200,22584,0
1,5072114006,JAMES LORANG CONSTRUCTION,COLFAX,CA,95713,U.S. BANK NATIONAL ASSOCIATION,OH,532412,15307,2002,84,1,1,0,1,1,1,Y,N,,15340,52983,0,P I F,0,24400,12200,0,0,0.5,1,2520,17860,0
0,5084914007,BOUNCE THIS!,ANAHEIM,CA,92802,BANK OF THE WEST,CA,532299,15314,2002,84,1,2,0,0,1,1,N,N,,15340,50000,0,P I F,0,50000,42500,1,0,0.85,1,2520,17860,0
1,5093883006,WEST COAST VIDEO,ANTIOCH,CA,94509,U.S. BANK NATIONAL ASSOCIATION,OH,532230,11961,1992,120,9,2,0,0,88407,0,N,N,,12265,167300,0,P I F,0,167300,142205,1,0,0.85,0,3600,15865,0
0,5093914009,"CAL TABLES, INC.",DOWNEY,CA,90241,BANC OF CALIFORNIA NATL ASSOC,CA,532420,15319,2002,120,4,1,0,0,1,1,N,N,,15340,283000,0,P I F,0,283000,212250,0,0,0.75,0,3600,18940,0
1,5095024006,APPRAISAL PACIFIC,SAN MARCOS,CA,92078,1ST CENTENNIAL BANK,CA,531320,15319,2002,84,6,1,0,0,1,1,0,Y,,15340,55000,0,P I F,0,55000,46750,0,0,0.85,1,2520,17860,0
0,5112994007,BERKELEY STREET LLC,LOS ANGELES,CA,90404,WELLS FARGO BANK NATL ASSOC,CA,531120,15327,2002,120,2,1,0,0,1,1,0,N,,15399,125000,0,P I F,0,125000,62500,0,0,0.5,0,3600,18999,0
1,5113304001,CINDY ANN BARATTA,TUSTIN,CA,92780,OPUS BANK,CA,531210,15327,2002,300,5,1,0,5,1,1,0,N,,15371,148500,0,P I F,0,148500,126225,0,1,0.85,0,9000,24371,0
0,5116534006,KERLAR LLC,FULLERTON,CA,92835,OPUS BANK,CA,531120,15328,2002,305,10,1,0,10,1,1,0,N,,15371,712300,0,P I F,0,712300,534225,0,1,0.75,0,9150,24521,0
0,5121504002,PACIFIC CREST PROPERTIES,TRUCKEE,CA,96161,WELLS FARGO BANK NATL ASSOC,CA,531210,15330,2002,300,2,1,0,2,1,1,0,N,,15399,637000,0,P I F,0,700000,525000,0,1,0.75,0,9000,24399,0
0,5122134000,GEORGE & GOLDBERG DESIGN ASSOC,COMPTON,CA,90221,ADVANTAGE CERT. DEVEL CORP,CA,532490,15330,2002,240,40,1,20,60,1,1,N,N,,15566,1278000,0,P I F,0,1278000,1278000,0,1,1,0,7200,22766,0
1,5122584006,RENT-A-RECK,ONTARIO,CA,91761,WILSHIRE BANK,CA,532111,15330,2002,300,5,1,2,7,69560,1,0,N,,15371,346000,0,P I F,0,346000,259500,0,1,0.75,0,9000,24371,0
1,5124844005,REALTY WORLD HOME TEAM,ELK GROVE,CA,95624,SBA - EDF ENFORCEMENT ACTION,CO,531210,15335,2002,240,4,1,21,0,1,1,0,N,,15412,138000,0,P I F,0,138000,138000,0,1,1,0,7200,22612,0
0,5130244009,MICRO CONNECTION,SANTA FE SPRINGS,CA,90670,WELLS FARGO BANK NATL ASSOC,SD,532220,15337,2002,300,10,1,0,0,1,1,N,N,,15371,760500,0,P I F,0,760500,570375,0,1,0.75,0,9000,24371,0
1,5130504004,TRANS AMERI COMPANY INC,SAN DIEGO,CA,92104,WELLS FARGO BANK NATL ASSOC,CA,531390,15337,2002,108,2,1,0,2,1,1,0,N,,15371,240500,0,P I F,0,240500,180375,0,0,0.75,0,3240,18611,0
0,5138184009,WILLIAM E LEWALLEN,CHULA VISTA,CA,91910,WELLS FARGO BANK NATL ASSOC,CA,531210,15344,2002,300,3,1,0,3,1,1,0,N,,15371,150000,0,P I F,0,150000,75000,0,1,0.5,0,9000,24371,0
1,5147424000,"SAYWITZ ENTERPRISES, INC.",NEWPORT BEACH,CA,92660,CDC SMALL BUS. FINAN CORP,CA,531210,15349,2002,240,10,1,10,0,1,1,N,N,,16021,803000,0,P I F,0,803000,803000,0,1,1,0,7200,23221,0
1,5153004010,JUMBO SCREEN COMPANY,THOUSAND OAKS,CA,91362,COMMUNITY BANK,CA,532230,15351,2002,120,1,2,0,1,1,1,0,N,,15371,186800,0,P I F,0,186800,140100,1,0,0.75,0,3600,18971,0
1,5159004000,DRAGAN SERVICES,SAN DIEGO,CA,92109,CALIFORNIA BANK & TRUST,CA,531210,15356,2002,36,1,1,5,1,1,1,Y,N,,15371,45000,0,P I F,0,45000,22500,0,0,0.5,0,1080,16451,0
1,5160044009,KAPUR TRUST,YORBA LINDA,CA,92886,CALIFORNIA BANK & TRUST,CA,531210,15356,2002,204,2,1,0,2,1,1,0,N,,15371,218900,0,P I F,0,218900,142285,0,0,0.65,0,6120,21491,0
1,5161784010,PAUL ALBAR REAL ESTATE,SAN JOSE,CA,95133,BANK OF AMERICA NATL ASSOC,NC,531210,15357,2002,33,1,1,0,1,1,1,Y,N,16944,15371,44750,0,CHGOFF,26503,30000,15000,0,0,0.5,0,990,16361,1
1,5166794001,AMERICAN NATIONAL LENDING INC,VISTA,CA,92084,CALIFORNIA BANK & TRUST,CA,531210,15358,2002,36,3,1,0,3,1,1,Y,N,,15399,10000,0,P I F,0,10000,5000,0,0,0.5,0,1080,16479,0
1,5167854008,LEE UTTERBACH INC.,SAN FRANCISCO,CA,94103,MORTGAGE CAP. DEVEL CORP,CA,532210,15362,2002,240,6,1,0,6,1,1,N,N,,15440,331000,0,P I F,0,331000,331000,0,1,1,0,7200,22640,0
0,5168734009,RCSC INC,VACAVILLE,CA,95688,U.S. BANK NATIONAL ASSOCIATION,OH,531210,15362,2002,9,3,1,2,5,1,1,N,N,18319,15399,122489,0,CHGOFF,43029,50000,25000,0,0,0.5,0,270,15669,1
0,5181664006,RIVER CITY GARDEN PARTY LLC,SACRAMENTO,CA,95832,UMPQUA BANK,CA,531120,15369,2002,84,1,2,1,1,1,1,0,N,,15552,50000,0,P I F,0,50000,42500,1,0,0.85,1,2520,18072,0
1,5183364003,GARY ELMINOUFI AND ALEX T CAO,REDONDO BEACH,CA,90277,COMERICA BANK,TX,531210,15369,2002,300,2,1,0,2,1,1,0,N,,15399,496000,0,P I F,0,496000,372000,0,1,0.75,0,9000,24399,0
1,5203024004,LIZARAZU & ASSOCIATES,PASADENA,CA,91104,WILSHIRE BANK,CA,531210,15378,2002,300,7,1,0,7,1,1,0,N,,15430,175000,0,P I F,0,175000,131250,0,1,0.75,0,9000,24430,0
1,5213994006,BATES COMPANY,MONROVIA,CA,91016,WELLS FARGO BANK NATL ASSOC,CA,531210,15384,2002,60,8,1,5,5,1,1,0,N,,15521,150000,0,P I F,0,150000,75000,0,0,0.5,0,1800,17321,0
1,5222144000,ERA SEA WAVE REAL ESTATE,PISMO BEACH (PISMO),CA,93449,COAST NATIONAL BANK,CA,531210,15390,2002,300,1,1,0,1,1,2,0,N,,15430,400000,0,P I F,0,400000,300000,0,1,0.75,0,9000,24430,0
